Date,Time,Count
2020-05-15,13-24-39,3
2020-05-15,13-28-00,3
2020-05-15,13-31-21,3
2020-05-15,13-34-42,2
2020-05-15,13-38-03,5
2020-05-15,13-41-24,6
2020-05-15,13-44-45,6
2020-05-15,13-48-06,3
2020-05-15,13-51-27,3
2020-05-15,13-54-48,4
2020-05-15,13-58-09,4
2020-05-15,14-01-30,3
2020-05-15,14-04-51,4
2020-05-15,14-08-12,0
2020-05-15,14-11-33,4
2020-05-15,14-14-54,4
2020-05-15,14-18-15,4
2020-05-15,14-21-36,1
2020-05-15,14-24-57,4
2020-05-15,14-28-18,1
2020-05-15,14-31-39,2
2020-05-15,14-35-00,3
2020-05-15,14-38-21,2
2020-05-15,14-41-42,1
2020-05-15,14-45-03,3
2020-05-15,14-48-24,3
2020-05-15,14-51-45,2
2020-05-15,14-55-06,1
2020-05-15,14-58-27,2
2020-05-15,15-01-48,5
2020-05-15,15-05-09,2
2020-05-15,15-08-30,3
2020-05-15,15-11-51,2
2020-05-15,15-15-12,2
2020-05-15,15-18-33,4
2020-05-15,15-21-54,2
2020-05-15,15-25-15,4
2020-05-15,15-28-36,1
2020-05-15,15-31-57,2
2020-05-15,15-35-18,4
2020-05-15,15-38-39,3
2020-05-15,15-42-00,3
2020-05-15,15-45-21,2
2020-05-15,15-48-42,2
2020-05-15,15-52-03,3
2020-05-15,15-55-24,1
2020-05-15,15-58-45,2
2020-05-15,16-02-06,6
2020-05-15,16-05-27,0
2020-05-15,16-08-48,3
2020-05-15,16-12-09,2
2020-05-15,16-15-30,4
2020-05-15,16-18-51,1
2020-05-15,16-22-12,2
2020-05-15,16-25-33,3
2020-05-15,16-28-54,2
2020-05-15,16-32-15,1
2020-05-15,16-35-36,1
2020-05-15,16-38-57,2
2020-05-15,16-42-18,4
2020-05-15,16-45-39,2
2020-05-15,16-49-00,3
2020-05-15,16-52-21,0
2020-05-15,16-55-42,1
2020-05-15,16-59-03,2
2020-05-15,17-02-24,2
2020-05-15,17-05-45,1
2020-05-15,17-09-06,1
2020-05-15,17-12-27,5
2020-05-15,17-15-48,5
2020-05-15,17-19-09,2
2020-05-15,17-22-30,1
2020-05-15,17-25-51,3
2020-05-15,17-29-12,4
2020-05-15,17-32-33,3
2020-05-15,17-35-54,1
2020-05-15,17-39-15,2
2020-05-15,17-42-36,1
2020-05-15,17-45-57,7
2020-05-15,17-49-18,4
2020-05-15,17-52-39,3
2020-05-15,17-56-00,4
2020-05-15,17-59-21,3
2020-05-15,18-02-42,2
2020-05-15,18-06-03,3
2020-05-15,18-09-24,8
2020-05-15,18-12-45,2
2020-05-15,18-16-06,11
2020-05-15,18-19-27,1
2020-05-15,18-22-48,4
2020-05-15,18-26-09,4
2020-05-16,09-00-00,1
2020-05-16,09-03-21,2
2020-05-16,09-06-42,1
2020-05-16,09-10-03,4
2020-05-16,09-13-24,1
2020-05-16,09-16-45,3
2020-05-16,09-20-06,2
2020-05-16,09-23-27,3
2020-05-16,09-26-48,3
2020-05-16,09-30-09,2
2020-05-16,09-33-30,3
2020-05-16,09-36-51,2
2020-05-16,09-40-12,4
2020-05-16,09-43-33,1
2020-05-16,09-46-54,7
2020-05-16,09-50-15,3
2020-05-16,09-53-36,1
2020-05-16,09-56-57,3
2020-05-16,10-00-18,3
2020-05-16,10-03-39,3
2020-05-16,10-07-00,1
2020-05-16,10-10-21,10
2020-05-16,10-13-42,1
2020-05-16,10-17-03,2
2020-05-16,10-20-24,2
2020-05-16,10-23-45,2
2020-05-16,10-27-06,3
2020-05-16,10-30-27,5
2020-05-16,10-33-48,2
2020-05-16,10-37-09,1
2020-05-16,10-40-30,3
2020-05-16,10-43-51,4
2020-05-16,10-47-12,5
2020-05-16,10-50-33,3
2020-05-16,10-53-54,9
2020-05-16,10-57-15,1
2020-05-16,11-00-36,4
2020-05-16,11-03-57,1
2020-05-16,11-07-18,1
2020-05-16,11-10-39,3
2020-05-16,11-14-00,5
2020-05-16,11-17-21,4
2020-05-16,11-20-42,1
2020-05-16,11-24-03,5
2020-05-16,11-27-24,1
2020-05-16,11-30-45,5
2020-05-16,11-34-06,1
2020-05-16,11-37-27,2
2020-05-16,11-40-48,2
2020-05-16,11-44-09,4
2020-05-16,11-47-30,2
2020-05-16,11-50-51,0
2020-05-16,11-54-12,2
2020-05-16,11-57-33,2
2020-05-16,12-00-54,2
2020-05-16,12-04-15,1
2020-05-16,12-07-36,3
2020-05-16,12-10-57,2
2020-05-16,12-14-18,2
2020-05-16,12-17-39,4
2020-05-16,12-21-00,1
2020-05-16,12-24-21,3
2020-05-16,12-27-42,2
2020-05-16,12-31-03,4
2020-05-16,12-34-24,4
2020-05-16,12-37-45,3
2020-05-16,12-41-06,2
2020-05-16,12-44-27,1
2020-05-16,12-47-48,4
2020-05-16,12-51-09,3
2020-05-16,12-54-30,2
2020-05-16,12-57-51,5
2020-05-16,13-01-12,3
2020-05-16,13-04-33,5
2020-05-16,13-07-54,5
2020-05-16,13-11-15,4
2020-05-16,13-14-36,3
2020-05-16,13-17-57,3
2020-05-16,13-21-18,2
2020-05-16,13-24-39,3
2020-05-16,13-28-00,3
2020-05-16,13-31-21,2
2020-05-16,13-34-42,1
2020-05-16,13-38-03,2
2020-05-16,13-41-24,3
2020-05-16,13-44-45,1
2020-05-16,13-48-06,2
2020-05-16,13-51-27,2
2020-05-16,13-54-48,3
2020-05-16,13-58-09,3
2020-05-16,14-01-30,4
2020-05-16,14-04-51,2
2020-05-16,14-08-12,2
2020-05-16,14-11-33,3
2020-05-16,14-14-54,1
2020-05-16,14-18-15,2
2020-05-16,14-21-36,2
2020-05-16,14-24-57,3
2020-05-16,14-28-18,5
2020-05-16,14-31-39,1
2020-05-16,14-35-00,3
2020-05-16,14-38-21,3
2020-05-16,14-41-42,1
2020-05-16,14-45-03,1
2020-05-16,14-48-24,3
2020-05-16,14-51-45,3
2020-05-16,14-55-06,1
2020-05-16,14-58-27,2
2020-05-16,15-01-48,3
2020-05-16,15-05-09,2
2020-05-16,15-08-30,2
2020-05-16,15-11-51,2
2020-05-16,15-15-12,1
2020-05-16,15-18-33,2
2020-05-16,15-21-54,3
2020-05-16,15-25-15,5
2020-05-16,15-28-36,3
2020-05-16,15-31-57,3
2020-05-16,15-35-18,5
2020-05-16,15-38-39,2
2020-05-16,15-42-00,2
2020-05-16,15-45-21,4
2020-05-16,15-48-42,9
2020-05-16,15-52-03,5
2020-05-16,15-55-24,2
2020-05-16,15-58-45,2
2020-05-16,16-02-06,3
2020-05-16,16-05-27,1
2020-05-16,16-08-48,2
2020-05-16,16-12-09,1
2020-05-16,16-15-30,7
2020-05-16,16-18-51,5
2020-05-16,16-22-12,3
2020-05-16,16-25-33,1
2020-05-16,16-28-54,1
2020-05-16,16-32-15,9
2020-05-16,16-35-36,1
2020-05-16,16-38-57,3
2020-05-16,16-42-18,2
2020-05-16,16-45-39,2
2020-05-16,16-49-00,3
2020-05-16,16-52-21,3
2020-05-16,16-55-42,2
2020-05-16,16-59-03,2
2020-05-16,17-02-24,3
2020-05-16,17-05-45,2
2020-05-16,17-09-06,0
2020-05-16,17-12-27,4
2020-05-16,17-15-48,2
2020-05-16,17-19-09,2
2020-05-16,17-22-30,5
2020-05-16,17-25-51,5
2020-05-16,17-29-12,3
2020-05-16,17-32-33,1
2020-05-16,17-35-54,3
2020-05-16,17-39-15,3
2020-05-16,17-42-36,1
2020-05-16,17-45-57,2
2020-05-16,17-49-18,2
2020-05-16,17-52-39,2
2020-05-16,17-56-00,5
2020-05-16,17-59-21,5
2020-05-16,18-02-42,2
2020-05-16,18-06-03,1
2020-05-16,18-09-24,2
2020-05-16,18-12-45,4
2020-05-16,18-16-06,2
2020-05-16,18-19-27,2
2020-05-16,18-22-48,2
2020-05-16,18-26-09,2
2020-05-17,09-00-00,3
2020-05-17,09-03-21,4
2020-05-17,09-06-42,1
2020-05-17,09-10-03,4
2020-05-17,09-13-24,2
2020-05-17,09-16-45,3
2020-05-17,09-20-06,3
2020-05-17,09-23-27,5
2020-05-17,09-26-48,2
2020-05-17,09-30-09,1
2020-05-17,09-33-30,3
2020-05-17,09-36-51,4
2020-05-17,09-40-12,2
2020-05-17,09-43-33,4
2020-05-17,09-46-54,1
2020-05-17,09-50-15,3
2020-05-17,09-53-36,1
2020-05-17,09-56-57,1
2020-05-17,10-00-18,1
2020-05-17,10-03-39,4
2020-05-17,10-07-00,1
2020-05-17,10-10-21,2
2020-05-17,10-13-42,4
2020-05-17,10-17-03,1
2020-05-17,10-20-24,2
2020-05-17,10-23-45,6
2020-05-17,10-27-06,1
2020-05-17,10-30-27,1
2020-05-17,10-33-48,4
2020-05-17,10-37-09,8
2020-05-17,10-40-30,5
2020-05-17,10-43-51,2
2020-05-17,10-47-12,4
2020-05-17,10-50-33,1
2020-05-17,10-53-54,2
2020-05-17,10-57-15,2
2020-05-17,11-00-36,2
2020-05-17,11-03-57,4
2020-05-17,11-07-18,2
2020-05-17,11-10-39,4
2020-05-17,11-14-00,4
2020-05-17,11-17-21,4
2020-05-17,11-20-42,1
2020-05-17,11-24-03,6
2020-05-17,11-27-24,1
2020-05-17,11-30-45,4
2020-05-17,11-34-06,2
2020-05-17,11-37-27,2
2020-05-17,11-40-48,2
2020-05-17,11-44-09,2
2020-05-17,11-47-30,4
2020-05-17,11-50-51,2
2020-05-17,11-54-12,1
2020-05-17,11-57-33,4
2020-05-17,12-00-54,1
2020-05-17,12-04-15,2
2020-05-17,12-07-36,2
2020-05-17,12-10-57,2
2020-05-17,12-14-18,2
2020-05-17,12-17-39,4
2020-05-17,12-21-00,2
2020-05-17,12-24-21,1
2020-05-17,12-27-42,2
2020-05-17,12-31-03,4
2020-05-17,12-34-24,3
2020-05-17,12-37-45,1
2020-05-17,12-41-06,3
2020-05-17,12-44-27,1
2020-05-17,12-47-48,4
2020-05-17,12-51-09,1
2020-05-17,12-54-30,10
2020-05-17,12-57-51,2
2020-05-17,13-01-12,2
2020-05-17,13-04-33,3
2020-05-17,13-07-54,2
2020-05-17,13-11-15,5
2020-05-17,13-14-36,2
2020-05-17,13-17-57,3
2020-05-17,13-21-18,1
2020-05-17,13-24-39,2
2020-05-17,13-28-00,1
2020-05-17,13-31-21,5
2020-05-17,13-34-42,3
2020-05-17,13-38-03,3
2020-05-17,13-41-24,2
2020-05-17,13-44-45,3
2020-05-17,13-48-06,1
2020-05-17,13-51-27,10
2020-05-17,13-54-48,3
2020-05-17,13-58-09,4
2020-05-17,14-01-30,4
2020-05-17,14-04-51,2
2020-05-17,14-08-12,3
2020-05-17,14-11-33,3
2020-05-17,14-14-54,4
2020-05-17,14-18-15,5
2020-05-17,14-21-36,3
2020-05-17,14-24-57,4
2020-05-17,14-28-18,3
2020-05-17,14-31-39,4
2020-05-17,14-35-00,1
2020-05-17,14-38-21,3
2020-05-17,14-41-42,1
2020-05-17,14-45-03,0
2020-05-17,14-48-24,1
2020-05-17,14-51-45,2
2020-05-17,14-55-06,11
2020-05-17,14-58-27,2
2020-05-17,15-01-48,1
2020-05-17,15-05-09,5
2020-05-17,15-08-30,0
2020-05-17,15-11-51,2
2020-05-17,15-15-12,3
2020-05-17,15-18-33,2
2020-05-17,15-21-54,1
2020-05-17,15-25-15,2
2020-05-17,15-28-36,0
2020-05-17,15-31-57,3
2020-05-17,15-35-18,2
2020-05-17,15-38-39,3
2020-05-17,15-42-00,3
2020-05-17,15-45-21,3
2020-05-17,15-48-42,3
2020-05-17,15-52-03,5
2020-05-17,15-55-24,5
2020-05-17,15-58-45,3
2020-05-17,16-02-06,2
2020-05-17,16-05-27,1
2020-05-17,16-08-48,1
2020-05-17,16-12-09,2
2020-05-17,16-15-30,5
2020-05-17,16-18-51,4
2020-05-17,16-22-12,2
2020-05-17,16-25-33,4
2020-05-17,16-28-54,5
2020-05-17,16-32-15,1
2020-05-17,16-35-36,4
2020-05-17,16-38-57,3
2020-05-17,16-42-18,3
2020-05-17,16-45-39,7
2020-05-17,16-49-00,3
2020-05-17,16-52-21,3
2020-05-17,16-55-42,1
2020-05-17,16-59-03,3
2020-05-17,17-02-24,5
2020-05-17,17-05-45,4
2020-05-17,17-09-06,2
2020-05-17,17-12-27,4
2020-05-17,17-15-48,1
2020-05-17,17-19-09,3
2020-05-17,17-22-30,1
2020-05-17,17-25-51,2
2020-05-17,17-29-12,3
2020-05-17,17-32-33,5
2020-05-17,17-35-54,3
2020-05-17,17-39-15,3
2020-05-17,17-42-36,1
2020-05-17,17-45-57,2
2020-05-17,17-49-18,4
2020-05-17,17-52-39,3
2020-05-17,17-56-00,2
2020-05-17,17-59-21,5
2020-05-17,18-02-42,7
2020-05-17,18-06-03,3
2020-05-17,18-09-24,1
2020-05-17,18-12-45,4
2020-05-17,18-16-06,4
2020-05-17,18-19-27,7
2020-05-17,18-22-48,1
2020-05-17,18-26-09,5
2020-05-18,09-00-00,0
2020-05-18,09-03-21,1
2020-05-18,09-06-42,1
2020-05-18,09-10-03,1
2020-05-18,09-13-24,4
2020-05-18,09-16-45,6
2020-05-18,09-20-06,2
2020-05-18,09-23-27,4
2020-05-18,09-26-48,2
2020-05-18,09-30-09,3
2020-05-18,09-33-30,1
2020-05-18,09-36-51,0
2020-05-18,09-40-12,4
2020-05-18,09-43-33,3
2020-05-18,09-46-54,2
2020-05-18,09-50-15,3
2020-05-18,09-53-36,5
2020-05-18,09-56-57,1
2020-05-18,10-00-18,4
2020-05-18,10-03-39,8
2020-05-18,10-07-00,1
2020-05-18,10-10-21,4
2020-05-18,10-13-42,2
2020-05-18,10-17-03,3
2020-05-18,10-20-24,6
2020-05-18,10-23-45,5
2020-05-18,10-27-06,1
2020-05-18,10-30-27,5
2020-05-18,10-33-48,1
2020-05-18,10-37-09,4
2020-05-18,10-40-30,9
2020-05-18,10-43-51,0
2020-05-18,10-47-12,5
2020-05-18,10-50-33,3
2020-05-18,10-53-54,2
2020-05-18,10-57-15,2
2020-05-18,11-00-36,1
2020-05-18,11-03-57,7
2020-05-18,11-07-18,5
2020-05-18,11-10-39,1
2020-05-18,11-14-00,3
2020-05-18,11-17-21,2
2020-05-18,11-20-42,3
2020-05-18,11-24-03,2
2020-05-18,11-27-24,1
2020-05-18,11-30-45,1
2020-05-18,11-34-06,2
2020-05-18,11-37-27,2
2020-05-18,11-40-48,2
2020-05-18,11-44-09,1
2020-05-18,11-47-30,2
2020-05-18,11-50-51,4
2020-05-18,11-54-12,1
2020-05-18,11-57-33,3
2020-05-18,12-00-54,8
2020-05-18,12-04-15,2
2020-05-18,12-07-36,1
2020-05-18,12-10-57,3
2020-05-18,12-14-18,5
2020-05-18,12-17-39,3
2020-05-18,12-21-00,1
2020-05-18,12-24-21,3
2020-05-18,12-27-42,3
2020-05-18,12-31-03,3
2020-05-18,12-34-24,6
2020-05-18,12-37-45,1
2020-05-18,12-41-06,2
2020-05-18,12-44-27,4
2020-05-18,12-47-48,0
2020-05-18,12-51-09,4
2020-05-18,12-54-30,2
2020-05-18,12-57-51,4
2020-05-18,13-01-12,2
2020-05-18,13-04-33,5
2020-05-18,13-07-54,8
2020-05-18,13-11-15,3
2020-05-18,13-14-36,2
2020-05-18,13-17-57,9
2020-05-18,13-21-18,1
2020-05-18,13-24-39,1
2020-05-18,13-28-00,4
2020-05-18,13-31-21,5
2020-05-18,13-34-42,4
2020-05-18,13-38-03,3
2020-05-18,13-41-24,1
2020-05-18,13-44-45,3
2020-05-18,13-48-06,1
2020-05-18,13-51-27,4
2020-05-18,13-54-48,2
2020-05-18,13-58-09,3
2020-05-18,14-01-30,5
2020-05-18,14-04-51,4
2020-05-18,14-08-12,3
2020-05-18,14-11-33,2
2020-05-18,14-14-54,2
2020-05-18,14-18-15,3
2020-05-18,14-21-36,3
2020-05-18,14-24-57,1
2020-05-18,14-28-18,0
2020-05-18,14-31-39,1
2020-05-18,14-35-00,1
2020-05-18,14-38-21,0
2020-05-18,14-41-42,3
2020-05-18,14-45-03,2
2020-05-18,14-48-24,2
2020-05-18,14-51-45,2
2020-05-18,14-55-06,5
2020-05-18,14-58-27,1
2020-05-18,15-01-48,1
2020-05-18,15-05-09,2
2020-05-18,15-08-30,2
2020-05-18,15-11-51,1
2020-05-18,15-15-12,3
2020-05-18,15-18-33,2
2020-05-18,15-21-54,1
2020-05-18,15-25-15,3
2020-05-18,15-28-36,3
2020-05-18,15-31-57,2
2020-05-18,15-35-18,1
2020-05-18,15-38-39,0
2020-05-18,15-42-00,4
2020-05-18,15-45-21,1
2020-05-18,15-48-42,8
2020-05-18,15-52-03,4
2020-05-18,15-55-24,2
2020-05-18,15-58-45,3
2020-05-18,16-02-06,2
2020-05-18,16-05-27,4
2020-05-18,16-08-48,2
2020-05-18,16-12-09,3
2020-05-18,16-15-30,1
2020-05-18,16-18-51,2
2020-05-18,16-22-12,2
2020-05-18,16-25-33,2
2020-05-18,16-28-54,2
2020-05-18,16-32-15,6
2020-05-18,16-35-36,1
2020-05-18,16-38-57,2
2020-05-18,16-42-18,3
2020-05-18,16-45-39,3
2020-05-18,16-49-00,0
2020-05-18,16-52-21,2
2020-05-18,16-55-42,5
2020-05-18,16-59-03,3
2020-05-18,17-02-24,8
2020-05-18,17-05-45,3
2020-05-18,17-09-06,5
2020-05-18,17-12-27,4
2020-05-18,17-15-48,2
2020-05-18,17-19-09,3
2020-05-18,17-22-30,1
2020-05-18,17-25-51,2
2020-05-18,17-29-12,1
2020-05-18,17-32-33,1
2020-05-18,17-35-54,0
2020-05-18,17-39-15,2
2020-05-18,17-42-36,2
2020-05-18,17-45-57,1
2020-05-18,17-49-18,1
2020-05-18,17-52-39,2
2020-05-18,17-56-00,4
2020-05-18,17-59-21,4
2020-05-18,18-02-42,4
2020-05-18,18-06-03,2
2020-05-18,18-09-24,2
2020-05-18,18-12-45,3
2020-05-18,18-16-06,2
2020-05-18,18-19-27,3
2020-05-18,18-22-48,3
2020-05-18,18-26-09,4
2020-05-19,09-00-00,1
2020-05-19,09-03-21,5
2020-05-19,09-06-42,4
2020-05-19,09-10-03,4
2020-05-19,09-13-24,3
2020-05-19,09-16-45,2
2020-05-19,09-20-06,4
2020-05-19,09-23-27,3
2020-05-19,09-26-48,6
2020-05-19,09-30-09,1
2020-05-19,09-33-30,6
2020-05-19,09-36-51,2
2020-05-19,09-40-12,1
2020-05-19,09-43-33,3
2020-05-19,09-46-54,4
2020-05-19,09-50-15,1
2020-05-19,09-53-36,5
2020-05-19,09-56-57,2
2020-05-19,10-00-18,4
2020-05-19,10-03-39,3
2020-05-19,10-07-00,4
2020-05-19,10-10-21,1
2020-05-19,10-13-42,1
2020-05-19,10-17-03,1
2020-05-19,10-20-24,2
2020-05-19,10-23-45,4
2020-05-19,10-27-06,1
2020-05-19,10-30-27,2
2020-05-19,10-33-48,4
2020-05-19,10-37-09,0
2020-05-19,10-40-30,3
2020-05-19,10-43-51,3
2020-05-19,10-47-12,5
2020-05-19,10-50-33,5
2020-05-19,10-53-54,1
2020-05-19,10-57-15,3
2020-05-19,11-00-36,5
2020-05-19,11-03-57,2
2020-05-19,11-07-18,4
2020-05-19,11-10-39,2
2020-05-19,11-14-00,2
2020-05-19,11-17-21,3
2020-05-19,11-20-42,4
2020-05-19,11-24-03,3
2020-05-19,11-27-24,3
2020-05-19,11-30-45,1
2020-05-19,11-34-06,2
2020-05-19,11-37-27,1
2020-05-19,11-40-48,3
2020-05-19,11-44-09,5
2020-05-19,11-47-30,2
2020-05-19,11-50-51,1
2020-05-19,11-54-12,2
2020-05-19,11-57-33,2
2020-05-19,12-00-54,2
2020-05-19,12-04-15,0
2020-05-19,12-07-36,7
2020-05-19,12-10-57,3
2020-05-19,12-14-18,3
2020-05-19,12-17-39,2
2020-05-19,12-21-00,4
2020-05-19,12-24-21,2
2020-05-19,12-27-42,4
2020-05-19,12-31-03,2
2020-05-19,12-34-24,2
2020-05-19,12-37-45,3
2020-05-19,12-41-06,3
2020-05-19,12-44-27,1
2020-05-19,12-47-48,1
2020-05-19,12-51-09,2
2020-05-19,12-54-30,1
2020-05-19,12-57-51,1
2020-05-19,13-01-12,3
2020-05-19,13-04-33,3
2020-05-19,13-07-54,4
2020-05-19,13-11-15,2
2020-05-19,13-14-36,1
2020-05-19,13-17-57,6
2020-05-19,13-21-18,4
2020-05-19,13-24-39,5
2020-05-19,13-28-00,6
2020-05-19,13-31-21,1
2020-05-19,13-34-42,3
2020-05-19,13-38-03,3
2020-05-19,13-41-24,2
2020-05-19,13-44-45,1
2020-05-19,13-48-06,3
2020-05-19,13-51-27,3
2020-05-19,13-54-48,2
2020-05-19,13-58-09,2
2020-05-19,14-01-30,2
2020-05-19,14-04-51,3
2020-05-19,14-08-12,2
2020-05-19,14-11-33,8
2020-05-19,14-14-54,3
2020-05-19,14-18-15,3
2020-05-19,14-21-36,7
2020-05-19,14-24-57,1
2020-05-19,14-28-18,1
2020-05-19,14-31-39,3
2020-05-19,14-35-00,3
2020-05-19,14-38-21,6
2020-05-19,14-41-42,2
2020-05-19,14-45-03,2
2020-05-19,14-48-24,1
2020-05-19,14-51-45,3
2020-05-19,14-55-06,1
2020-05-19,14-58-27,3
2020-05-19,15-01-48,5
2020-05-19,15-05-09,1
2020-05-19,15-08-30,3
2020-05-19,15-11-51,6
2020-05-19,15-15-12,1
2020-05-19,15-18-33,1
2020-05-19,15-21-54,2
2020-05-19,15-25-15,4
2020-05-19,15-28-36,3
2020-05-19,15-31-57,3
2020-05-19,15-35-18,1
2020-05-19,15-38-39,1
2020-05-19,15-42-00,2
2020-05-19,15-45-21,5
2020-05-19,15-48-42,2
2020-05-19,15-52-03,2
2020-05-19,15-55-24,3
2020-05-19,15-58-45,6
2020-05-19,16-02-06,4
2020-05-19,16-05-27,7
2020-05-19,16-08-48,6
2020-05-19,16-12-09,1
2020-05-19,16-15-30,5
2020-05-19,16-18-51,2
2020-05-19,16-22-12,3
2020-05-19,16-25-33,7
2020-05-19,16-28-54,3
2020-05-19,16-32-15,1
2020-05-19,16-35-36,2
2020-05-19,16-38-57,2
2020-05-19,16-42-18,1
2020-05-19,16-45-39,4
2020-05-19,16-49-00,0
2020-05-19,16-52-21,1
2020-05-19,16-55-42,1
2020-05-19,16-59-03,2
2020-05-19,17-02-24,1
2020-05-19,17-05-45,1
2020-05-19,17-09-06,3
2020-05-19,17-12-27,1
2020-05-19,17-15-48,1
2020-05-19,17-19-09,4
2020-05-19,17-22-30,5
2020-05-19,17-25-51,2
2020-05-19,17-29-12,2
2020-05-19,17-32-33,6
2020-05-19,17-35-54,2
2020-05-19,17-39-15,2
2020-05-19,17-42-36,1
2020-05-19,17-45-57,6
2020-05-19,17-49-18,2
2020-05-19,17-52-39,2
2020-05-19,17-56-00,3
2020-05-19,17-59-21,1
2020-05-19,18-02-42,1
2020-05-19,18-06-03,0
2020-05-19,18-09-24,2
2020-05-19,18-12-45,3
2020-05-19,18-16-06,6
2020-05-19,18-19-27,2
2020-05-19,18-22-48,3
2020-05-19,18-26-09,4
2020-05-20,09-00-00,4
2020-05-20,09-03-21,4
2020-05-20,09-06-42,3
2020-05-20,09-10-03,1
2020-05-20,09-13-24,5
2020-05-20,09-16-45,2
2020-05-20,09-20-06,1
2020-05-20,09-23-27,8
2020-05-20,09-26-48,2
2020-05-20,09-30-09,4
2020-05-20,09-33-30,2
2020-05-20,09-36-51,5
2020-05-20,09-40-12,0
2020-05-20,09-43-33,4
2020-05-20,09-46-54,2
2020-05-20,09-50-15,2
2020-05-20,09-53-36,4
2020-05-20,09-56-57,5
2020-05-20,10-00-18,2
2020-05-20,10-03-39,1
2020-05-20,10-07-00,3
2020-05-20,10-10-21,4
2020-05-20,10-13-42,5
2020-05-20,10-17-03,1
2020-05-20,10-20-24,4
2020-05-20,10-23-45,2
2020-05-20,10-27-06,1
2020-05-20,10-30-27,1
2020-05-20,10-33-48,4
2020-05-20,10-37-09,3
2020-05-20,10-40-30,5
2020-05-20,10-43-51,3
2020-05-20,10-47-12,3
2020-05-20,10-50-33,6
2020-05-20,10-53-54,1
2020-05-20,10-57-15,2
2020-05-20,11-00-36,5
2020-05-20,11-03-57,3
2020-05-20,11-07-18,4
2020-05-20,11-10-39,6
2020-05-20,11-14-00,4
2020-05-20,11-17-21,2
2020-05-20,11-20-42,7
2020-05-20,11-24-03,4
2020-05-20,11-27-24,1
2020-05-20,11-30-45,3
2020-05-20,11-34-06,2
2020-05-20,11-37-27,2
2020-05-20,11-40-48,1
2020-05-20,11-44-09,0
2020-05-20,11-47-30,0
2020-05-20,11-50-51,5
2020-05-20,11-54-12,1
2020-05-20,11-57-33,3
2020-05-20,12-00-54,1
2020-05-20,12-04-15,1
2020-05-20,12-07-36,1
2020-05-20,12-10-57,2
2020-05-20,12-14-18,2
2020-05-20,12-17-39,4
2020-05-20,12-21-00,3
2020-05-20,12-24-21,1
2020-05-20,12-27-42,1
2020-05-20,12-31-03,2
2020-05-20,12-34-24,2
2020-05-20,12-37-45,3
2020-05-20,12-41-06,1
2020-05-20,12-44-27,2
2020-05-20,12-47-48,5
2020-05-20,12-51-09,6
2020-05-20,12-54-30,3
2020-05-20,12-57-51,2
2020-05-20,13-01-12,1
2020-05-20,13-04-33,2
2020-05-20,13-07-54,3
2020-05-20,13-11-15,1
2020-05-20,13-14-36,5
2020-05-20,13-17-57,0
2020-05-20,13-21-18,1
2020-05-20,13-24-39,2
2020-05-20,13-28-00,6
2020-05-20,13-31-21,3
2020-05-20,13-34-42,2
2020-05-20,13-38-03,3
2020-05-20,13-41-24,4
2020-05-20,13-44-45,4
2020-05-20,13-48-06,6
2020-05-20,13-51-27,3
2020-05-20,13-54-48,1
2020-05-20,13-58-09,2
2020-05-20,14-01-30,2
2020-05-20,14-04-51,4
2020-05-20,14-08-12,1
2020-05-20,14-11-33,2
2020-05-20,14-14-54,2
2020-05-20,14-18-15,3
2020-05-20,14-21-36,5
2020-05-20,14-24-57,3
2020-05-20,14-28-18,7
2020-05-20,14-31-39,3
2020-05-20,14-35-00,1
2020-05-20,14-38-21,2
2020-05-20,14-41-42,2
2020-05-20,14-45-03,3
2020-05-20,14-48-24,4
2020-05-20,14-51-45,4
2020-05-20,14-55-06,10
2020-05-20,14-58-27,2
2020-05-20,15-01-48,3
2020-05-20,15-05-09,2
2020-05-20,15-08-30,1
2020-05-20,15-11-51,5
2020-05-20,15-15-12,1
2020-05-20,15-18-33,2
2020-05-20,15-21-54,2
2020-05-20,15-25-15,4
2020-05-20,15-28-36,2
2020-05-20,15-31-57,0
2020-05-20,15-35-18,1
2020-05-20,15-38-39,1
2020-05-20,15-42-00,4
2020-05-20,15-45-21,1
2020-05-20,15-48-42,2
2020-05-20,15-52-03,3
2020-05-20,15-55-24,2
2020-05-20,15-58-45,3
2020-05-20,16-02-06,1
2020-05-20,16-05-27,4
2020-05-20,16-08-48,3
2020-05-20,16-12-09,2
2020-05-20,16-15-30,5
2020-05-20,16-18-51,3
2020-05-20,16-22-12,3
2020-05-20,16-25-33,6
2020-05-20,16-28-54,1
2020-05-20,16-32-15,3
2020-05-20,16-35-36,1
2020-05-20,16-38-57,2
2020-05-20,16-42-18,1
2020-05-20,16-45-39,4
2020-05-20,16-49-00,5
2020-05-20,16-52-21,3
2020-05-20,16-55-42,2
2020-05-20,16-59-03,4
2020-05-20,17-02-24,3
2020-05-20,17-05-45,3
2020-05-20,17-09-06,1
2020-05-20,17-12-27,2
2020-05-20,17-15-48,2
2020-05-20,17-19-09,2
2020-05-20,17-22-30,3
2020-05-20,17-25-51,5
2020-05-20,17-29-12,4
2020-05-20,17-32-33,3
2020-05-20,17-35-54,2
2020-05-20,17-39-15,3
2020-05-20,17-42-36,2
2020-05-20,17-45-57,4
2020-05-20,17-49-18,1
2020-05-20,17-52-39,1
2020-05-20,17-56-00,1
